circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,month,year,units_per_service,load_utilization,demand_category,date
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,MAILRADEVPALLY,EV CHARGING STATIONS,9,1,1.0,1761.0,49.0,10,2023,1761.0,35.93877551020408,Moderate Demand,2023-10-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,EV CHARGING STATIONS,9,1,1.0,1152.0,5.0,10,2023,1152.0,230.4,Moderate Demand,2023-10-01
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY VILLAGE,EV CHARGING STATIONS,9,1,1.0,1785.0,5.0,10,2023,1785.0,357.0,Moderate Demand,2023-10-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,EV CHARGING STATIONS,9,1,1.0,7263.25,22.0,10,2023,7263.25,330.14772727272725,High Demand,2023-10-01
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,EV CHARGING STATIONS,9,1,1.0,172.0,30.0,10,2023,172.0,5.733333333333333,Low Demand,2023-10-01
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,PREMANANDAM JLM,EV CHARGING STATIONS,9,1,1.0,1877.0,54.0,10,2023,1877.0,34.75925925925926,Moderate Demand,2023-10-01
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,SURARAM,EV CHARGING STATIONS,9,1,1.0,316.0,30.0,10,2023,316.0,10.533333333333333,Moderate Demand,2023-10-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,CHITKUL VILLAGE(CHITKUL),EV CHARGING STATIONS,9,1,1.0,18.0,7.0,10,2023,18.0,2.5714285714285716,Low Demand,2023-10-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-4,EV CHARGING STATIONS,9,1,1.0,247.0,25.0,10,2023,247.0,9.88,Moderate Demand,2023-10-01
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KDPR HV 3,EV CHARGING STATIONS,9,2,1.0,458.0,60.0,10,2023,458.0,7.633333333333334,Moderate Demand,2023-10-01
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,KOHEER,DIGWAL,EV CHARGING STATIONS,9,1,1.0,954.0,30.0,10,2023,954.0,31.8,Moderate Demand,2023-10-01
SANGAREDDY,SANGAREDDY,SANGAREDDY,KANDI,KANDI,EV CHARGING STATIONS,9,1,1.0,1271.0,30.0,10,2023,1271.0,42.36666666666667,Moderate Demand,2023-10-01
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,MANNAPUR,C T METERS,EV CHARGING STATIONS,9,1,1.0,714.0,25.0,10,2023,714.0,28.56,Moderate Demand,2023-10-01
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED TOWN 2,EV CHARGING STATIONS,9,1,1.0,108.0,30.0,10,2023,108.0,3.6,Low Demand,2023-10-01
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,KAMKOLE,EV CHARGING STATIONS,9,1,1.0,931.0,30.0,10,2023,931.0,31.033333333333335,Moderate Demand,2023-10-01
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY TOWN-I,HV-I,EV CHARGING STATIONS,9,1,1.0,98.0,30.0,10,2023,98.0,3.2666666666666666,Low Demand,2023-10-01
SANGAREDDY,PATANCHERU,RC PURAM,M.I.G.,M I G H,EV CHARGING STATIONS,9,1,1.0,1075.0,54.0,10,2023,1075.0,19.90740740740741,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,EV CHARGING STATIONS,9,1,1.0,2400.0,13.0,10,2023,2400.0,184.6153846153846,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,JINKALA BAVI,EV CHARGING STATIONS,9,1,1.0,1533.0,54.0,10,2023,1533.0,28.38888888888889,Moderate Demand,2023-10-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,GREEN PARK COLONY,EV CHARGING STATIONS,9,1,1.0,2267.0,5.0,10,2023,2267.0,453.4,Moderate Demand,2023-10-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,EV CHARGING STATIONS,9,1,1.0,197.0,22.0,10,2023,197.0,8.954545454545455,Low Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,EV CHARGING STATIONS,9,1,1.0,44.0,22.0,10,2023,44.0,2.0,Low Demand,2023-10-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,KOTHA GUDA,EV CHARGING STATIONS,9,1,1.0,818.0,54.0,10,2023,818.0,15.148148148148149,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,EV CHARGING STATIONS,9,1,1.0,305.0,7.0,10,2023,305.0,43.57142857142857,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,MANIPURI & MASS COLONY,EV CHARGING STATIONS,9,1,1.0,518.0,13.0,10,2023,518.0,39.84615384615385,Moderate Demand,2023-10-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,INJAPUR,NADERGUL,EV CHARGING STATIONS,9,1,1.0,197.0,30.0,10,2023,197.0,6.566666666666666,Low Demand,2023-10-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,EV CHARGING STATIONS,9,1,1.0,647.0,30.0,10,2023,647.0,21.566666666666666,Moderate Demand,2023-10-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,NGO S COLONY,EV CHARGING STATIONS,9,2,1.0,203.0,108.0,10,2023,203.0,1.8796296296296295,Low Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,CHANDRAPURI COLONY,EV CHARGING STATIONS,9,1,1.0,1946.0,53.0,10,2023,1946.0,36.716981132075475,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,ADARSHNAGAR COLONY,EV CHARGING STATIONS,9,1,1.0,849.0,54.0,10,2023,849.0,15.722222222222221,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,BANDLAGUDA,EV CHARGING STATIONS,9,1,1.0,385.0,18.0,10,2023,385.0,21.38888888888889,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,CO-OP.BANK COLONY,EV CHARGING STATIONS,9,1,1.0,5.0,21.0,10,2023,5.0,0.23809523809523808,Low Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,EV CHARGING STATIONS,9,1,1.0,2340.0,21.0,10,2023,2340.0,111.42857142857143,Moderate Demand,2023-10-01
SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,VENKATESWARA COLON,EV CHARGING STATIONS,9,1,1.0,785.0,12.0,10,2023,785.0,65.41666666666667,Moderate Demand,2023-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),EV CHARGING STATIONS,9,2,1.0,3128.0,19.0,10,2023,3128.0,164.6315789473684,High Demand,2023-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),EV CHARGING STATIONS,9,2,1.0,1.0,4.0,10,2023,1.0,0.25,Low Demand,2023-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),EV CHARGING STATIONS,9,1,1.0,4.0,2.0,10,2023,4.0,2.0,Low Demand,2023-10-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,ALWAL,AYYAPPA NAGAR I (GRP-B),EV CHARGING STATIONS,9,1,1.0,1.0,2.0,10,2023,1.0,0.5,Low Demand,2023-10-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),EV CHARGING STATIONS,9,1,1.0,1122.0,10.0,10,2023,1122.0,112.2,Moderate Demand,2023-10-01
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GOKUL NAGAR,EV CHARGING STATIONS,9,1,1.0,685.0,5.0,10,2023,685.0,137.0,Moderate Demand,2023-10-01
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GRC HV TARNAKA,EV CHARGING STATIONS,9,1,1.0,591.0,10.0,10,2023,591.0,59.1,Moderate Demand,2023-10-01
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,DHANA LAXMI COLONY (GRP-B),EV CHARGING STATIONS,9,1,1.0,1075.0,10.0,10,2023,1075.0,107.5,Moderate Demand,2023-10-01
SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,GRC HV CLOCK TOWER,EV CHARGING STATIONS,9,1,1.0,1115.0,15.0,10,2023,1115.0,74.33333333333333,Moderate Demand,2023-10-01
SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,ONLY CT METERS,EV CHARGING STATIONS,9,2,1.0,746.0,108.0,10,2023,746.0,6.907407407407407,Moderate Demand,2023-10-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,EV CHARGING STATIONS,9,1,1.0,208.0,10.0,10,2023,208.0,20.8,Low Demand,2023-10-01
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,EV CHARGING STATIONS,9,1,1.0,132.0,25.0,10,2023,132.0,5.28,Low Demand,2023-10-01
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,LINGAREDDYPALLY,EV CHARGING STATIONS,9,1,1.0,612.0,30.0,10,2023,612.0,20.4,Moderate Demand,2023-10-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,EV CHARGING STATIONS,9,1,1.0,3.0,18.0,10,2023,3.0,0.16666666666666666,Low Demand,2023-10-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,33/11KV SS OUTDOOR BACK SIDE A,EV CHARGING STATIONS,9,1,1.0,217.0,30.0,10,2023,217.0,7.233333333333333,Moderate Demand,2023-10-01
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,AKUPAMLA,EV CHARGING STATIONS,9,1,1.0,423.0,45.0,10,2023,423.0,9.4,Moderate Demand,2023-10-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,RAYANGUDEM,EV CHARGING STATIONS,9,3,1.0,3649.0,108.0,10,2023,3649.0,33.78703703703704,High Demand,2023-10-01
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,KANIMETTA,EV CHARGING STATIONS,9,2,1.0,1383.0,80.0,10,2023,1383.0,17.2875,Moderate Demand,2023-10-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,EV CHARGING STATIONS,9,1,1.0,103.0,40.0,10,2023,103.0,2.575,Low Demand,2023-10-01
YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,WADAIGUDAM,EV CHARGING STATIONS,9,1,1.0,137.0,55.0,10,2023,137.0,2.4909090909090907,Low Demand,2023-10-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,EV CHARGING STATIONS,9,1,1.0,165.0,8.0,11,2023,165.0,20.625,Low Demand,2023-11-01
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",EV CHARGING STATIONS,9,1,1.0,682.0,55.0,11,2023,682.0,12.4,Moderate Demand,2023-11-01
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA,EV CHARGING STATIONS,9,1,1.0,5096.0,9.0,11,2023,5096.0,566.2222222222222,High Demand,2023-11-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,"GRC - P.GADDA, P.NAGAR",EV CHARGING STATIONS,9,1,1.0,442.0,10.0,11,2023,442.0,44.2,Moderate Demand,2023-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,EV CHARGING STATIONS,9,1,1.0,92.0,15.0,11,2023,92.0,6.133333333333334,Low Demand,2023-11-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,EV CHARGING STATIONS,9,1,1.0,4769.0,22.0,11,2023,4769.0,216.77272727272728,High Demand,2023-11-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,EV CHARGING STATIONS,9,1,1.0,355.0,10.0,11,2023,355.0,35.5,Moderate Demand,2023-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",EV CHARGING STATIONS,9,1,1.0,1395.0,20.0,11,2023,1395.0,69.75,Moderate Demand,2023-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,EV CHARGING STATIONS,9,1,1.0,7263.25,54.0,11,2023,7263.25,134.50462962962962,High Demand,2023-11-01
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CT METERS,EV CHARGING STATIONS,9,1,1.0,6.0,54.0,11,2023,6.0,0.1111111111111111,Low Demand,2023-11-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,CT METERS-GRC,EV CHARGING STATIONS,9,1,1.0,5729.0,54.0,11,2023,5729.0,106.0925925925926,High Demand,2023-11-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-HV,EV CHARGING STATIONS,9,1,1.0,537.0,22.0,11,2023,537.0,24.40909090909091,Moderate Demand,2023-11-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,MIYAPUR HV,EV CHARGING STATIONS,9,2,1.0,2748.0,95.0,11,2023,2748.0,28.926315789473684,Moderate Demand,2023-11-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,EV CHARGING STATIONS,9,1,1.0,449.0,5.0,11,2023,449.0,89.8,Moderate Demand,2023-11-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,EV CHARGING STATIONS,9,2,1.0,153.0,4.0,11,2023,153.0,38.25,Low Demand,2023-11-01
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,HV GACHIBOWLI,EV CHARGING STATIONS,9,2,1.0,871.0,108.0,11,2023,871.0,8.064814814814815,Moderate Demand,2023-11-01
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,EV CHARGING STATIONS,9,1,1.0,1788.0,45.0,11,2023,1788.0,39.733333333333334,Moderate Demand,2023-11-01
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDA NAGAR HV,EV CHARGING STATIONS,9,1,1.0,93.0,54.0,11,2023,93.0,1.7222222222222223,Low Demand,2023-11-01
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDA NAGAR HV CT ,EV CHARGING STATIONS,9,1,1.0,647.0,54.0,11,2023,647.0,11.981481481481481,Moderate Demand,2023-11-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,H.V,EV CHARGING STATIONS,9,1,1.0,17.0,15.0,11,2023,17.0,1.1333333333333333,Low Demand,2023-11-01
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,BALAJINAGAR CT METERS,EV CHARGING STATIONS,9,1,1.0,6614.0,56.0,11,2023,6614.0,118.10714285714286,High Demand,2023-11-01
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,EV CHARGING STATIONS,9,1,1.0,107.0,5.0,11,2023,107.0,21.4,Low Demand,2023-11-01
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),PUTANDODDI,EV CHARGING STATIONS,9,1,1.0,50.0,25.0,11,2023,50.0,2.0,Low Demand,2023-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,MYTHRI ENCLAVE,EV CHARGING STATIONS,9,1,1.0,7263.25,17.0,11,2023,7263.25,427.25,High Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HBG (CTM),EV CHARGING STATIONS,9,1,1.0,2.0,54.0,11,2023,2.0,0.037037037037037035,Low Demand,2023-11-01
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,ANNAPURNA NAGAR,EV CHARGING STATIONS,9,1,1.0,12.0,54.0,11,2023,12.0,0.2222222222222222,Low Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,SEVEN TEMPELS,EV CHARGING STATIONS,9,1,1.0,307.0,54.0,11,2023,307.0,5.685185185185185,Moderate Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,SRINIVASA SCHOOL,EV CHARGING STATIONS,9,1,1.0,334.0,10.0,11,2023,334.0,33.4,Moderate Demand,2023-11-01
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV,EV CHARGING STATIONS,9,2,1.0,4122.0,83.92,11,2023,4122.0,49.11820781696854,High Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,HANUMAN NAGAR,EV CHARGING STATIONS,9,1,1.0,698.0,10.0,11,2023,698.0,69.8,Moderate Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,IDA NACHARAM,EV CHARGING STATIONS,9,1,1.0,2361.0,18.65,11,2023,2361.0,126.59517426273459,Moderate Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,KOUNDINYA NAGAR,EV CHARGING STATIONS,9,1,1.0,3483.0,5.0,11,2023,3483.0,696.6,High Demand,2023-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM HV CT METERS,EV CHARGING STATIONS,9,3,1.0,24.0,108.0,11,2023,24.0,0.2222222222222222,Low Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,ASRAO NAGAR (HV),EV CHARGING STATIONS,9,1,1.0,18.0,54.0,11,2023,18.0,0.3333333333333333,Low Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,KAMALA NAGAR (HV),EV CHARGING STATIONS,9,1,1.0,153.0,54.0,11,2023,153.0,2.8333333333333335,Low Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),EV CHARGING STATIONS,9,1,1.0,195.0,22.0,11,2023,195.0,8.863636363636363,Low Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,HV-I,EV CHARGING STATIONS,9,1,1.0,867.0,54.0,11,2023,867.0,16.055555555555557,Moderate Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,OLD MOULALI,EV CHARGING STATIONS,9,1,1.0,504.0,12.0,11,2023,504.0,42.0,Moderate Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,EV CHARGING STATIONS,9,1,1.0,2775.0,5.0,11,2023,2775.0,555.0,Moderate Demand,2023-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,EV CHARGING STATIONS,9,2,1.0,2.0,4.0,11,2023,2.0,0.5,Low Demand,2023-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SAINIKPURI,EV CHARGING STATIONS,9,1,1.0,331.0,54.0,11,2023,331.0,6.12962962962963,Moderate Demand,2023-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SRI DEVI KALYAN ESTATES,EV CHARGING STATIONS,9,1,1.0,363.0,10.0,11,2023,363.0,36.3,Moderate Demand,2023-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL HV,EV CHARGING STATIONS,9,1,1.0,293.0,14.0,11,2023,293.0,20.928571428571427,Moderate Demand,2023-11-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,AMBERPET,CT METER,EV CHARGING STATIONS,9,1,1.0,566.0,54.0,11,2023,566.0,10.481481481481481,Moderate Demand,2023-11-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,EV CHARGING STATIONS,9,1,1.0,68.0,17.0,11,2023,68.0,4.0,Low Demand,2023-11-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,EV CHARGING STATIONS,9,1,1.0,382.0,15.0,11,2023,382.0,25.466666666666665,Moderate Demand,2023-11-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,EV CHARGING STATIONS,9,1,1.0,1319.0,22.0,11,2023,1319.0,59.95454545454545,Moderate Demand,2023-11-01
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC HV SURYA NAGAR,EV CHARGING STATIONS,9,1,1.0,295.0,12.0,11,2023,295.0,24.583333333333332,Moderate Demand,2023-11-01
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,GRC,EV CHARGING STATIONS,9,2,1.0,1010.0,68.0,11,2023,1010.0,14.852941176470589,Moderate Demand,2023-11-01
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,GRC SERVISES,EV CHARGING STATIONS,9,1,1.0,1959.0,10.0,11,2023,1959.0,195.9,Moderate Demand,2023-11-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,EV CHARGING STATIONS,9,1,1.0,317.0,22.0,11,2023,317.0,14.409090909090908,Moderate Demand,2023-11-01
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,RANGAREDDYGUDA,EV CHARGING STATIONS,9,1,1.0,252.0,30.0,11,2023,252.0,8.4,Moderate Demand,2023-11-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA,NAGASALA,EV CHARGING STATIONS,9,1,1.0,74.0,25.0,11,2023,74.0,2.96,Low Demand,2023-11-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,JADCHERLA,EV CHARGING STATIONS,9,1,1.0,666.0,30.0,11,2023,666.0,22.2,Moderate Demand,2023-11-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,EV CHARGING STATIONS,9,1,1.0,1031.0,54.0,11,2023,1031.0,19.09259259259259,Moderate Demand,2023-11-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MACHARAM-J,EV CHARGING STATIONS,9,1,1.0,1564.0,50.0,11,2023,1564.0,31.28,Moderate Demand,2023-11-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MALLABOINPALLY,EV CHARGING STATIONS,9,1,1.0,27.0,30.0,11,2023,27.0,0.9,Low Demand,2023-11-01
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN-III,EV CHARGING STATIONS,9,2,1.0,541.0,38.0,11,2023,541.0,14.236842105263158,Moderate Demand,2023-11-01
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN,EV CHARGING STATIONS,9,1,1.0,572.0,54.0,11,2023,572.0,10.592592592592593,Moderate Demand,2023-11-01
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,HV GM  TO SR X ROAD,EV CHARGING STATIONS,9,1,1.0,1095.0,45.0,11,2023,1095.0,24.333333333333332,Moderate Demand,2023-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,EV CHARGING STATIONS,9,1,1.0,396.0,22.0,11,2023,396.0,18.0,Moderate Demand,2023-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,EV CHARGING STATIONS,9,1,1.0,4650.0,18.0,11,2023,4650.0,258.3333333333333,High Demand,2023-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,EV CHARGING STATIONS,9,3,1.0,7263.25,67.0,11,2023,7263.25,108.40671641791045,High Demand,2023-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY,EV CHARGING STATIONS,9,1,1.0,55.0,30.0,11,2023,55.0,1.8333333333333333,Low Demand,2023-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,EV CHARGING STATIONS,9,1,1.0,662.0,22.0,11,2023,662.0,30.09090909090909,Moderate Demand,2023-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,CTMETER,EV CHARGING STATIONS,9,1,1.0,2700.0,20.0,11,2023,2700.0,135.0,Moderate Demand,2023-11-01
MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,EV CHARGING STATIONS,9,1,1.0,100.0,20.0,11,2023,100.0,5.0,Low Demand,2023-11-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,EV CHARGING STATIONS,9,1,1.0,326.0,8.0,11,2023,326.0,40.75,Moderate Demand,2023-11-01
MEDCHAL,KUKATPALLY,KUKATPALLY,KUKATPALLY, NON CT (KKP),EV CHARGING STATIONS,9,1,1.0,5796.0,12.0,11,2023,5796.0,483.0,High Demand,2023-11-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,EV CHARGING STATIONS,9,1,1.0,2.0,30.0,11,2023,2.0,0.06666666666666667,Low Demand,2023-11-01
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,ATTIVELLY HV,EV CHARGING STATIONS,9,2,1.0,785.0,75.0,11,2023,785.0,10.466666666666667,Moderate Demand,2023-11-01
NAGARKURNOOL,NAGARKURNOOL,KALWAKURTHY,VANGOOR,VELUMALA PALLY,EV CHARGING STATIONS,9,1,1.0,2476.0,54.0,11,2023,2476.0,45.851851851851855,Moderate Demand,2023-11-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,EV CHARGING STATIONS,9,1,1.0,2.0,18.0,11,2023,2.0,0.1111111111111111,Low Demand,2023-11-01
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,GANDHAMVARIGUDA,EV CHARGING STATIONS,9,1,1.0,132.0,25.0,11,2023,132.0,5.28,Low Demand,2023-11-01
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-DVK ROAD,EV CHARGING STATIONS,9,1,1.0,817.0,30.0,11,2023,817.0,27.233333333333334,Moderate Demand,2023-11-01
